job_title,company,salary,address,experience,due_date,jd
JavaScript,CÔNG TY CỔ PHẦN SẢN PHẨM CÔNG NGHỆ SOCITECH,Tới 10 triệu,Hồ Chí Minh,Không yêu cầu kinh nghiệm,17/09/2023,Lập trình viên Frontend Fresher (Javascript/Typescript/HTML/CSS/ReactJS/NextJS) Tổng quan Chúng tôi đang tìm kiếm một Nhà phát triển Frontend Fresher có kiến thức về Javascript/Typescript/HTML/CSS/ReactJS/NextJS để tham gia vào đội phát triển của chúng tôi. Chúng tôi sẽ cung cấp các khóa đào tạo và hướng dẫn chi tiết để giúp bạn phát triển kỹ năng và nâng cao kiến thức của mình trong lĩnh vực này. Chúng tôi cũng mở cửa cho việc tuyển dụng thực tập sinh nếu bạn chưa có bất kỳ kinh nghiệm nào. - Phát triển và duy trì các ứng dụng web frontend bằng Javascript/Typescript/HTML/CSS/ReactJS/NextJS.- Thiết kế giao diện người dùng và tối ưu trải nghiệm người dùng.- Tối ưu hóa hiệu suất và cải thiện tính ổn định của ứng dụng.
Lập Trình Viên PHP,Công ty TNHH Đầu tư và công nghệ Hoàng Vũ,18 - 25 triệu,Hà Nội,3 năm,07/09/2023,"Phát triển hệ thống website bằng ngôn ngữ PHP (Laravel/CodeIgniter) phục vụ các giải pháp: Phần mềm quản lý giáo dục, quản lý hệ thống học tập trực tuyến, CRM. Nghiên cứu và áp dụng công nghệ mới phù hợp với định hướng và chiến lược phát triển của dự án, công ty."
Developer,Công ty Cổ phần Hệ thống Công nghệ ETC,Tới 40 triệu,Hồ Chí Minh,3 năm,30/09/2023,"- Tham gia vào các dự án phát triển bằng ngôn ngữ .NET và các công nghệ tương đương.- Phát triển sản phẩm mới và làm mới, nâng cấp các sản phẩm hiện có.- Tham gia training và tự hỏi hỏi kiến thức, công nghệ mới để áp dụng vào dự án.- Thực hiện công việc theo phân công của trưởng bộ phận và quản trị dự án"
QA/QC,CÔNG TY TNHH BUYMED,Thoả thuận,Hồ Chí Minh,3 năm,02/09/2023,"Work directly development team: join Agile meetings, including planning, grooming, daily meeting, review & retro Read product specification documents and understand how features/systems work Test strategy composition and tasks estimation Design, write test cases and execute test cases Functional testing according to test cases Own work planning and reporting Reproduce bugs/issues Control quality & timeline of features"
Marketing,Công ty TNHH Beetsoft,Tới 20 triệu,Hà Nội,3 năm,20/09/2023,"-Nghiên cứu, phân tích và đánh giá thị trường để xây dựng chiến lược Marketing tổng thể cho công ty.-Quản trị, vận hành và tối ưu hiệu quả hoạt động của các kênh online và offline để tăng nhận diện thương hiệu.-Phân bổ ngân sách có hiệu quả, đánh giá các báo giá, kiểm soát chi phí dựa trên các dịch vụ cung ứng và kiểm soát các định hướng chiến lược..-Triển khai chiến dịch Marketing và phối hợp với các bộ phận, phòng ban khác để thực hiện công việc.-Đo lường và báo cáo hiệu suất của tất cả các chiến dịch tiếp thị kỹ thuật số và đánh giá theo các mục tiêu (ROI và KPI)-Lập kế hoạch và thực hiện tất cả hoạt động tiếp thị kỹ thuật số, bao gồm SEO/SEM, cơ sở dữ liệu tiếp thị, email, phương tiện truyền thông xã hội và các chiến dịch quảng cáo hiển thị hình ảnh-Các thị trường tập trung trước mắt: (JP, Korea, English, VN)."
Nhân Viên Kỹ Thuật,Công ty CP XD và TM công nghệ contech,9 - 15 triệu,Hà Nội,1 năm,30/09/2023,"- Thực hiện kiểm tra và vận hành các hệ thống kỹ thuật đúng theo qui trình đã đưa ra.- Đổ mực, sửa chữa: máy in, máy photocopy.- Lắp đặt, xử lý sự cố, nâng cấp, bảo trì bảo dưỡng hệ thống : Máy tính, máy in, hệ thống mạng, hệ thống camera, các loại thiết bị nghe nhìn….- Thực hiện checklist các hệ thống kỹ thuật hàng ngày- Thực hiện việc gửi báo cáo đến cấp quản lý (theo quy định) để việc cập nhật thông tin, kết quả công việc được đầy đủ và chính xác.- Thực hiện các công việc khác theo sự phân công của cấp trên và BGĐ công ty.- Tham gia các buổi huấn luyện và đào tạo nhằm nâng cao kiến thức và tay nghề.- Chi tiết công việc trao đổi trực tiếp khi phỏng vấn."
Lập Trình Back End,IZISolution,Thoả thuận,Hà Nội,Không yêu cầu kinh nghiệm,23/09/2023,"• Được đào tạo các tool, công cụ, framework: Backend. Được định hướng về sự nghiệp và được đào tạo để trở thành Fullstack, Backend theo mong muốn;• Được đào tạo chuyên môn, ngôn ngữ (Python) trong 2 tuần đầu;• Trực tiếp tham gia xây dựng & phát triển phần mềm đang triển khai cho KH ;• Hỗ trợ triển khai các dự án phần mềm dưới sự hướng dẫn trực tiếp từ Leader;• Tham gia phát triển các tính năng mới cho các ứng dụng;• Làm việc với mô hình Agile Scrum linh hoạt và chuyên nghiệp;• Thời gian thực tập: tối đa 2 tháng để chuyển lên vị trí cao hơn;"
Lập Trình Viên PHP,Công ty cổ phần EMSO Việt Nam,Tới 15 triệu,Hà Nội,Dưới 1 năm,02/09/2023,"- Làm việc với team Product, Design để phát triển các tính năng phục vụ người dùng. - Nghiên cứu tài liệu, giải pháp và tích hợp mô hình triển khai hệ thống. - Tạo thiết kế chi tiết và viết các tài liệu kỹ thuật chi tiết khi được yêu cầu. - Phân tích và đề xuất giải pháp cho tình huống / yêu cầu cụ thể. - Nhận các yêu cầu công việc từ trưởng nhóm, quản lý trực tiếp. - Báo cáo kế hoạch, kết quả công việc đã thực hiện cho trưởng nhóm, quản lý trực tiếp."
Unity Developer,XGame,Tới 40 triệu,Hà Nội,Dưới 1 năm,15/09/2023,"- Phát triển game 2D/3D trên nền tảng Unity - Tham gia các dự án về game. Dev bằng Unity và các phần mềm lập trình khác. - Phối hợp với các thành viên trong team để hoàn thiện và tối ưu game: animation, UI, UX... - Đóng góp ý tưởng nội dung công việc."
Java,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,Thoả thuận,Hà Nội,Không yêu cầu kinh nghiệm,10/09/2023,"– Tham gia phát triển các ứng dụng trên nền tảng Java cho sản phẩm của công ty – Làm việc theo sự phân công của trưởng nhóm / quản lý dự án, phối hợp giữa các nhóm để phát triển sản. – Tham gia các công đoạn tìm hiểu yêu cầu, phân tích, thiết kế, nghiên cứu công nghệ khi được phân công. – Nghiên cứu công nghệ và phát triển sản phẩm"
Full Stack Developer,Công ty TNHH Lisod Việt Nam,"Tới 1,500 USD",Hà Nội,4 năm,31/08/2023,"Tham gia phát triển website và các tính năng theo yêu cầu của khách hàng Nhật,  u, Mỹ. Hợp tác và trao đổi công việc với Team Member, Team Leader. Tham gia phát triển các công đoạn phân tích yêu cầu, Detail Design, Coding, viết tài liệu API, Unit Test. Có thể đảm nhận các công đoạn coding backend, frontend."
Chuyên Viên Chính Hỗ Trợ Triển Khai Hạ Tầng CNTT - Nha Trang,Ngân hàng TMCP Đông Nam Á - SEABANK,Thoả thuận,Khánh Hoà,2 năm,06/09/2023,"Thực hiện việc bảo trì định kỳ các hệ thống CNTT, hệ thống GSAN tại các đơn vị được phân công quản lý trong khu vực Khánh Hòa/Miền Trung. Xử lý trực tiếp các sự cố, các yêu cầu của người dùng về CNTT Triển khai, lắp đặt, xử lý các sự cố về hạ tầng CNTT Phối hợp triển khai hạ tầng công nghệ thông tin trong lĩnh vực phát triển mạng lưới Hỗ trợ, phối hợp với các phòng, ban thực hiện, xử lý các vấn đề liên quan đến dịch vụ CNTT và các công việc khác theo chỉ đạo của cấp trên Thực hiện các công việc khác theo sự phân công của cấp trên."
PHP Developer,CÔNG TY TNHH RAKUS VIỆT NAM,"Trên 1,700 USD",Hồ Chí Minh,Trên 5 năm,31/08/2023,"Nếu: ・Bạn mong muốn môi trường làm việc lâu dài (ít nhất 3 năm trở lên) ・Bạn có năng lực tập trung và thích tìm hiểu sâu về 1 hệ thống. Hãy đến với Rakus Việt Nam. Dùng kỹ năng của bạn cùng Team PHP xây dựng các ứng dụng web dựa trên công nghệ Cloud. - Tham gia vào phát triển các dự án với vai trò Technical Specialist từ giai đoạn Outline Design, Detail Design, Development/Implementation, Code review, Unit test, Release. - Thiết kế kiến trúc tổng thể hệ thống, Database, phát triển các chức năng đồng thời support các thành viên trong team. - Tham gia vs PM lập kế hoạch và hỗ trợ quản lý dự án. - Làm các công việc khác theo sự phân công của PM."
Nodejs,Công ty TNHH Avada Group (Mageplaza),12 - 25 triệu,Hà Nội,2 năm,25/09/2023,"- Trực tiếp tham gia phát triển một hoặc nhiều sản phẩm SaaS chiến lược của công ty cho các nền tảng thương mại điện tử hàng đầu thế giới Shopify.- Tham gia xây dựng các ứng dụng có khả năng scaling tốt, performance cao, có UI/UX tốt cho người dùng.- Viết code theo standard và best practice của team về style, performance đảm bảo code clean, dễ mở rộng và bảo trì.- Tham gia quá trình hỗ trợ khách hàng, sửa lỗi sản phẩm đảm bảo khách hàng có trải nghiệm tốt với ứng dụng."
IT Support,CÔNG TY TNHH TƯ VẤN & ĐÀO TẠO ĐẠI DƯƠNG,Trên 8 triệu,Hồ Chí Minh,Không yêu cầu kinh nghiệm,22/09/2023,"Set up các phòng học vi tính, hệ thống mạng... Xử lý sự cố máy tính về phần cứng. Cài đặt các chương trình học cho Trung Tâm và học viên Quản lý các thiết bị, cơ sở vật chất, bảo trì, nâng cấp, cơ sở vật chất Phát triển và cải thiện hệ thống mạng. Hỗ trợ các công việc kỹ thuật chung của Công Ty"
Data Analysis,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VIỄN THÔNG THIÊN TÚ,12 - 14 triệu,Hồ Chí Minh,1 năm,13/09/2023,"Working Time: 08:00 - 17:00 (Mon to Sat)• Make daily collecting, analysing, evaluating and reporting data• Ensure data accuracy, integrity, and consistency across multiple system• Design, develop and maintain dashboards• Make reports, and visualizations data• Develops ad-hoc analysis on request"
IT Support,Alphanam Group,12 - 15 triệu,Hà Nội,2 năm,30/09/2023,"Xác định, chẩn đoán, và giải quyết vấn đề đối với yêu cầu của người sử dụng máy tính cá nhân, phần mềm máy tính và phần cứng, mạng, Internet; Quản lý, vận hành & hỗ trợ vận hành các hệ thống như camera, tổng đài, máy chấm công… Hỗ trợ họp cho các phòng ban và Ban lãnh đạo: Họp trực tuyến qua các ứng dụng như Zoom, WEBEX, Microsoft Teams Sửa chữa, bảo trì, cài đặt, khắc phục các sự cố liên quan đến máy tính, mạng, cơ sở hạ tầng công nghệ thông tin; Nghiên cứu và triển khai các phần mềm, ứng dụng phục vụ cho công việc; Thực hiện các công việc khác theo yêu cầu của bộ phận."
Angular,Công ty Cổ phần Tập đoàn Trí Nam,"Tới 2,000 USD",Hà Nội,3 năm,16/09/2023,"- Tham gia phát triển các hệ thống lớn và rất lớn theo yêu cầu của Công ty- Tham gia nghiên cứu, học tập và làm chủ các công nghệ mới: AI, Blockchain, Big Data...- Kết hợp với các bộ phận khác (kiểm thử, hệ thống,...) để hoàn thành, triển khai dự án- Báo cáo, và thực hiện các công việc theo yêu cầu của quản lý- Chi tiết trao đổi trong quá trình phỏng vấn"
Tester,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),15 - 19 triệu,Hà Nội,2 năm,30/09/2023,"Lập kế hoạch kiểm thử, lập kịch bản kiểm thử, thực hiện kiểm thử Phân tích luồng công việc, báo cáo kiểm thử và đề xuất cải tiến chất lượng Làm việc với đội phát triển để khắc phục lỗi, chẩn đoán và cải tiến cấu hình sản phẩm đối với các module hiện tại hoặc tương lai"
Lập Trình Viên,CÔNG TY CP PHẦN MỀM QUẢN LÝ DOANH NGHIỆP,8 - 15 triệu,Hà Nội,Dưới 1 năm,31/08/2023,"Phân tích, thiết kế, chỉnh sửa phần mềm của công ty phù hợp với yêu cầu của khách hàng PHÁT TRIỂN các ứng dụng phần mềm đã có và SÁNG TẠO các phần mềm cho tương lai Tư vấn giải pháp tốt nhất cho phòng triển khai để nhân viên triển khai cài đặt và hướng dẫn cho khách hàng một cách nhanh chóng và hiệu quả."
Lễ Tân,Công Ty SmartOSC,Tới 3.5 triệu,Hà Nội,Không yêu cầu kinh nghiệm,26/08/2023,"– Chào đón và hướng dẫn khách đến làm việc tại công ty, Trực tổng đài điện thoại, tiếp nhận điện thoại gọi đến và kết nối tới đúng địa chỉ.– Thực hiện các công việc chuyển phát và giao nhận bưu phẩm, tài liệu gửi đi và gửi đến văn phòng, kiểm tra đối chiếu, kết quả chuyển phát khi có phát sinh.– Hỗ trợ các nghiệp vụ Hành chính khác (bao gồm văn thư lưu trữ, quản lý văn phòng phẩm);– Thực hiện các công việc in, photocopy, scan khi có yêu cầu;– Thực hiện các công việc khác do trưởng Bộ phận phân bổ."
Software Developer,CTCP Phần mềm SOFTMART,10 - 17 triệu,Hà Nội,1 năm,14/09/2023,"- Tham gia phát triển các sản phẩm trên nền web, mobile trong lĩnh vực tài chính, ngân hàngsử dụng một trong các ngôn ngữ C# ,Net Core…- Sử dụng cơ sở dữ liệu MS SQL, Oracle- Tham gia trực tiếp vào việc phân tích, thiết kế hệ thống- Xây dựng những giải pháp lớn trong lĩnh vực tài chính, Ngân hàng"
Lập Trình Backend,Công ty Cổ phần Appota,Thoả thuận,Hà Nội,1 năm,30/09/2023,"Xây dựng các tính năng cho sản phầm Trao đổi, phân tích và tìm giải pháp cho các yêu cầu của dự án Lên kế hoạch công việc, báo cáo tiến độ cho Leader Nghiên cứu, học hỏi các công nghệ mới để áp dụng vào dự án"
Embedded Engineer For Aosp,CÔNG TY CỔ PHẦN NEXLE,"Tới 1,500 USD","Hồ Chí Minh, Đà Nẵng",2 năm,30/09/2023,"Implement components at all layers of the system, from drivers to frameworksDebug complex, system-level, multi-component issues that typically span across multiple layers from kernel to applicationProfile performance problems and drive optimizations across the software stackPerform debugging and performance tuning exercisesIntegrating client applications with Android OS componentsIntegration with client communication protocolsOur Tech Stack:Operating Systems: AOSPFront-ends:  VueJs, JQuery, Kotlin, ObjectiveCBack-ends: GoLang, JavaDatabases: MySQLIoT messaging protocols:  MQTT, XMPPCommunication protocols: RS-485, SDI-2, ZigbeeAWS cloud services: EC2, ECS, RDSAutomated tests:  Our Unit tests are written in Go Testing and Junit.  Our acceptance tests are written in Postman, Selenium and Appium"
Frontend Developer,Solis Lab,Trên 20 triệu,Hà Nội,3 năm,11/10/2023,"Turn designs into responsive, functional, and accessible frontend components. Learn and ensure best practices in terms of accessibility, performance, and code standard. Work closely with the team leader and project manager to ensure your projects are on track. Work with technical lead to research and stay on top of front-end web development best practices. You have a keen eye for details and can interpret design requirements into front-end code precisely. You write maintainable code that is well thought out and can be reused across multiple projects. You are independent and fearless. When we give you a difficult task, you know how to do research and quickly develop technical solutions. You do your own QA before asking the team leader for code and frontend review. You are also a team player who supports other teammates and happily train or guide less experienced developers. You consider yourself a craftsman who delivers quality work that you are proud of. Don't apply if you are not willing to put in the time and effort to produce the best quality of work."
Java Developer,Công Ty Cổ Phần Công Nghệ VMO Holdings,Thoả thuận,Hà Nội,4 năm,31/08/2023,"Tham gia dự án quan trọng/ Mega account của Công ty Triển khai và phát triển các tính năng mới dựa trên hệ thống core có sẵn Được tham gia khoá đào tạo về nghiệp vụ và hệ thống sản phẩm từ chính các chuyên gia trong lĩnh vực Làm việc trực tiếp với khách hàng về nội dung, tiến độ công việc của team Lên kế hoạch triển khai, phát triển dự án cùng khách hàng"
Backend Developer,CÔNG TY TNHH MTV FLOWARE VIỆT NAM,Thoả thuận,Hồ Chí Minh,3 năm,30/09/2023,"The Senior Backend Engineer (SBE) designs complex backend technology solutions, develops code, and tests and maintains new and existing systems. As part of Floware’s Infrastructure & Security team, he partners closely with development teams to define scope and requirements for reusable services with integration services and APIs, and to use appropriate technology solutions for the business. The BE is a key member of the team responsible for delivering robust solutions while defining backend standards for all development teams at Floware VN."
Lập Trình Viên,CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM,"500 - 2,000 USD",Hà Nội,1 năm,30/09/2023,"– Thiết kế và triển khai front-end code của các ứng dụng web đa nền tảng Javascript bằng cách sử dụng framework/ngôn ngữ mới như VueJS/ ReactJS.– Xây dựng hệ thống dữ liệu lớn BigData, hệ sinh thái chat & call GChats, hệ thống CRM,…– Phối hợp với team để đẩy mạnh công nghệ UI hiện có và tạo trải nghiệm người dùng tốt nhất cho các hệ thống hiện tại."
Trưởng Bộ Phận Lập Trình Mobile,Công ty Cổ phần Blackwind,30 - 40 triệu,Hồ Chí Minh,2 năm,31/08/2023,"- Quản lý giám sát công việc của cả nhóm một cách chặt chẽ- Phân công công việc cho nhân viên- Hỗ trợ nhóm dự án và giải quyết các vấn đề chuyên sâu về kỹ thuật - Nghiên cứu, triển khai công nghệ mới, review code và đào tạo, hướng dẫn các thành viên trong nhóm- Đào tạo, đôn đốc nhân viên dưới quyền nhằm đảm bảo tiến độ và chất lượng dự án- Dự toán thời gian thực hiện đối với từng dự án, đảm bảo thực hiện đúng thời gian dự toán đưa ra - Kết hợp với tester kiểm tra chất lượng công việc của nhân viên dưới quyền - Lập báo cáo tình hình thực hiện công việc cho Giám đốc.- Các công việc khác theo sự phân công của cấp trên."
Scrum Master/ People Manager,Công ty TNHH Pentalog Việt Nam,Tới 50 triệu,Hà Nội,3 năm,30/09/2023,"At Pentalog, excellence is what you'll do. We're guided by a mission to positively impact the software development world. Our client uses AI-powered software to bring ideas to life, specifically designed to assist in building and operating software projects. The company is revolutionising software development and rejecting the notion that one has to be an expert or attend boot camps to learn how to design an application. They offer a low-code app development platform, that enables the building of software 6x faster and 70% cheaper. Pentalog is currently supporting their scaling efforts by searching for a proficient Scrum Master who will aid in the expansion of our partner's team."
Business Analyst,"TEQNOLOGICAL ASIA Co., Ltd",Thoả thuận,Hồ Chí Minh,Dưới 1 năm,31/08/2023,"Requirement analysis skills, skills to explain and communicate requirements from customers to the team and vice versa Experience in creating design documents (BD, DD) Product delivery management"
Backend Developer,CÔNG TY CỔ PHẦN BSTAR SOLUTIONS,Thoả thuận,Hồ Chí Minh,2 năm,31/08/2023,"• Develop accurate and efficient programs. • Maintain current knowledge of standard language, coding methods, and operations requirements. • Thoroughly tests the operation of completed programs and linkage to other programs. • Assists the system analyst to establish file requirements and processing specifications for automated portions of the system. • Build software and deploy it to UIS/SIT/UAT environment. • Working alongside other engineers and developers working on different layers of infrastructure. • Having commitment to collaborative problem solving, sophisticated design, and the creation of quality products is essential"
Frontend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ 905 VIỆT NAM,"1,200 - 1,800 USD",Hà Nội,2 năm,15/09/2023,"Phối hợp chặt chẽ với các nhóm thiết kế, quản lý sản phẩm và phát triển để tạo ra các giao diện trang nhã, có thể sử dụng, đáp ứng và tương tác trên nhiều thiết bị. Biến các thiết kế UI / UX thành các nguyên mẫu, tạo ra các tương tác tuyệt vời từ các thiết kế, viết các mô-đun nội dung có thể tái sử dụng và khả năng bảo trì của mã. Thực hiện các nguyên tắc phát triển giao diện người dùng tốt để đảm bảo rằng sản phẩm phục vụ phía khách hàng trên quy mô lớn, đảm bảo bảo mật chuẩn Y tế. Xem xét và tối ưu hóa việc sử dụng ứng dụng và chủ động đề xuất phương án khắc phục các vấn đề. Phối hợp và hỗ trợ với team backend một cách chủ động và chặt chẽ để nâng cao trải nghiệm người dùng trên từng điểm tiếp xúc. Khả năng hoạt động tốt trong môi trường có nhịp độ nhanh và mang lại dòng chảy tối ưu cho thiết kế / công nghệ thay đổi nhanh chóng. Đóng góp ý kiến và hoàn thành nhiệm vụ kịp thời và chính xác."
Ruby On Rails,Công Ty Cổ Phần Công Nghệ VMO Holdings,"Tới 2,500 USD",Hà Nội,4 năm,31/08/2023,"- Working with different frameworks and technologies (Ruby on Rails , NodeJS, ReactJS, PostgreSQL, Redis, Docker,...)- Working closely with other team members to build new features for the products- Developing and maintaining the project’s code.- Optimizing product's system- Working directly with customers and solving their problems- Analyzing product’s requirements- Working with Scrum and Sprint workflow"
Chuyên Viên Triển Khai & Vận Hành Vmware (Cloud Vmware Engineer),Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,30 - 50 triệu,Hà Nội,3 năm,30/08/2023,"– Phối hợp với team tư vấn để xác định rõ yêu cầu và triển khai dịch vụ Cloud Vmware – Phối hợp và hỗ trợ triển khai hệ thống KH đã được tư vấn. Giải quyết các vấn đề kỹ thuật phát sinh trong quá trình triển khai & bàn giao hệ thống. – Triển khai nâng cấp mở rộng hệ thống CMC Cloud VMware. – Cài đặt và cấu hình hệ thống Cloud VMware: cài đặt và cấu hình VMware vCenter, ESXi, vSAN, các sản phẩm VMware khác… và thiết lập bảo mật và các cấu hình để hệ thống hoạt động tối ưu. – Quản lý các tài nguyên trong hệ thống Cloud VMWare, bao gồm RAM, CPU và Storage. Theo dõi và đánh giá hiệu suất của hệ thống Cloud để đảm bảo rằng tài nguyên được sử dụng hiệu quả. – Chủ động theo dõi và kiểm tra hệ thống, cảnh báo (Nội bộ, Khách hàng liên quan) – Xử lý sự cố phát sinh. – Hiểu biết về hệ thống Container K8s, Backup, Storage, Hardware HPE, Dell… – Bảo mật hệ thống: Đảm bảo hệ thống Cloud VMWare được bảo mật. Thiết lập các cấu hình bảo mật, theo dõi các sự kiện, logs phát sinh … – Nâng cấp và bảo trì: Thực hiện các hoạt động nâng cấp và bảo trì cho hệ thống Cloud VMWare để đảm bảo tính ổn định và hiệu suất. Việc này bao gồm cập nhật phần mềm, thay thế phần cứng …"
Designer,Niteco,Thoả thuận,Hà Nội,2 năm,30/08/2023,"The daily responsibilities include:• Create and maintain graphic design content for the website, social media, public display, and other mediums in collaboration with the marketer, content writer and other graphic designers.• Assist in photo editing for website & other print materials.• Video production and editing.• File management and archiving for safe storage.• Other tasks upon request."
Back-End Engineer,Công Ty Cổ Phần Giải Pháp Số TechCore,Thoả thuận,Hồ Chí Minh,3 năm,02/09/2023,"Design & Tuning Database (Mongo).Design & implement component interactions.Develop API for partner & Frontend (Golang, Restful API, gRPC…)..Develop interconnect with Queue, Kafka, Elastic Search, RabbitMQ.Optimizing server-side performance, ensure api response <= 100ms.Collaborate with DevOps on CI-CD, System Architect, Monitoring.Collaborate with Frontend to have a prototype before implementation.Collaborate with QC to have scenarios based on user stories.Communicate with Frontend and support API Mock."
Nhân Viên Kỹ Thuật,E-gaming Cub - NOVOTEL THÁI HÀ,13 - 15 triệu,Hà Nội,1 năm,21/09/2023,
Tester,Công ty TNHH Ambition Việt Nam,9 - 12 triệu,Hồ Chí Minh,Không yêu cầu kinh nghiệm,22/09/2023,"◇ Tester vừa xem thông số kỹ thuật và tài liệu hướng dẫn vừa chơi các ứng dụng trò chơi do Ambition Nhật Bản phát hành và tìm bug. ・Vì có tester nên chất lượng được đảm bảo ở mức cao nhất, vì vậy đó là một công việc rất quan trọng mà không thể thiếu. Rất hoan nghênh ứng viên mong muốn làm việc liên quan đến game, ứng viên muốn thử sức với lĩnh vực IT và ứng viên yêu thích văn hoá anime của Nhật※※※ Tiếp tục tuyển dụng nhân viên vì đây là bộ phận mới được thành lập※※※ Chi tiết công việc:- Vừa xem thông số kỹ thuật và quy trình test vừa chơi game, xác nhận xem thiết lập và động tác có đúng theo yêu cầu không.- Ngay khi phát hiện ra lỗi thì lập báo cáo tình trạng phát sinh và chi tiết cụ thể và báo cáo cho quản lý team lập trình. - Sau khi lỗi đã được sửa thì xác nhận xem hoạt động đã chạy chính xác chưa. - Đảm bảo hoạt động như mong đợi, liên lạc với các bên liên quan của dự án và quản lý lịch trình. - Quản lý phân công và tiến độ công việc cho các thành viên trong nhóm. - Thời gian làm việc từ Thứ 2 - Thứ 6 (9:00 - 18:00)  ◇ Hình thức phỏng vấn Có 2 vòng phỏng vấn và 1 bài kiểm tra năng lực ở vòng 1"
Quality Assurance,GSI GROUP LIMITED,Thoả thuận,Hồ Chí Minh,4 năm,31/08/2023,"Lead and manage test teams, including automation and manual testing. Establish and maintain quality testing procedures to ensure that software products meet quality requirements. Ensure that the test plan is executed on schedule and according to the plan. Develop and maintain test automation scripts and test documentation for new functions, features, and systems. Monitor automated test performance and optimize test processes to ensure the optimization of time and resources. Work closely with other departments in the company to monitor quality-related issues and ensure the conformity of product releases. Ensure automated test implementation and manual testing process to improve test team performance and efficiency. Identify and recommend improvements in testing process and technology to enhance test quality and performance. Manage and train test team members to ensure the highest capacity and productivity."
Security Engineer (Pentesting),CÔNG TY TNHH AMARIS VIỆT NAM,Thoả thuận,Hà Nội,3 năm,31/10/2023,"ABOUT THE JOB • A self-starter, independent with minimal supervision and strong hand-on experiences in penetration testing for various tech stacks including cloud environment• Deliver targeted and intelligence led security penetration testing and certifying SC platform builds through a robust testing methodology and process. • Design and develop scripts, frameworks, tools, and the methods required for facilitating and executing complex attacks, emulating malicious actor behavior aimed at avoiding detection. • Responsible for operation of security penetration testing and internal tools, researching and analyzing vulnerabilities, identifying relevant threats, corrective action recommendations, summarizing and reporting results• Deliver continuous improvement through process re-engineering, technology transformation, integration and exploitation to deliver optimized yet robust services to mitigate threats to the governances of the company• Manage and influence stakeholders in understanding risk exposure and containment measures from vulnerabilities the governances could be exposed to"
Quản Trị Hệ Thống,Công ty CP thông tin tín dụng Fintech Việt Nam,Thoả thuận,Hà Nội,1 năm,30/09/2023,"• Tham gia trực tiếp quản trị, cấu hình và vận hành hạ tầng Hệ điều hành Unix/Linux, Vmware/Hyper-V, Windows server…• Triển khai các phương án backup, HA, cân bằng tải cho các hệ thống máy chủ Unix/Linux, Vmware/Hyper-V/ IBM PowerVM, Windows …• Cài đặt, quản trị vận hành và giám sát hoạt động của hệ thống sao lưu và khôi phục dữ liệu.• Theo dõi, giám sát hoạt động, hiệu năng, tài nguyên của các hệ thống và cảnh báo sự cố hoặc dấu hiệu bất thường qua email, SMS.• Thực hiện bảo trì, cập nhật bản vá bảo mật định kỳ hoặc khi cần thiết, nâng cấp phiên bản cho các hệ điều hành, ứng dụng nền tảng và các ứng dụng khác.• Nghiên cứu, thử nghiệm và đề xuất các giải pháp nhằm nâng cao hiệu quả hoạt động và tính sẵn sàng của các hệ thống máy chủ, lưu trữ.• Xây dựng quy trình, quy định về vận hành giám sát, đảm bảo việc tối ưu sử dụng tài nguyên hệ thống.• Tham gia xây dựng danh mục các dịch vụ CNTT và bản cam kết chất lượng dịch vụ.• Giám sát, xử lý sự cố với các hệ thống quản trị, đảm bảo cam kết về hoạt động và dịch vụ của hệ thống."
Business Analyst,FPT Software,Thoả thuận,Đà Nẵng,2 năm,17/09/2023,"• Analyze the requirements from customers’ material/transfer from senior BA in business view. • Document functional and business requirements documents: create wireframes, user stories, activity diagrams and use cases. • Communicate with customers to clarify business and support if there is any change requirements from customer. • Communicate with development team to ensure correct requirement understanding during implementation. • Support development team to communicate with the customers regarding implementation QA/Issue. • Compose related documents, such as: Requirement Traceability, User Manual, UAT Training…"
Net Fullstack Định Hướng Tech Lead,Công Ty TNHH phát triển Công nghệ Điện tử Bình Anh,20 - 30 triệu,Hà Nội,Dưới 1 năm,09/09/2023,"- Tham gia phát triển các dự án lớn trong lĩnh vực giao thông vận tải, logistics.- Kết hợp với các bộ phận khác (kiểm thử, hệ thống,...) để hoàn thành, triển khai dự án.- Báo cáo, và thực hiện các công việc theo yêu cầu của quản lý.- Chi tiết công việc sẽ trao đổi trong quá trình phỏng vấn."
IOS Developer,CÔNG TY TNHH OUTCUBATOR VIỆT NAM,Thoả thuận,Hà Nội,2 năm,01/11/2023,"Building payment applications for iOS, for end users and for internal use; Building SDKs for Outcubator Products for iOS; Participating in API development."
Reactjs,iAPP TECHASIANS,Thoả thuận,Hà Nội,2 năm,17/09/2023,"• Tham gia các dự án sử dụng thư viện REACTJS.• Phân tích thiết kế và lập trình chức năng của các website/ứng dụng trong dự án.• Tìm hiểu yêu cầu và đề xuất giải pháp áp dụng vào dự án.• Hỗ trợ các thành viên trong nhóm, review source code."
